SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:59:20.289,96,91,0,0,0,0,1,1,1,0,0,0,4,2,15,13,10,13,0,0,11,12,13,11,5,5,0,1,10,6,10,13,13,13,0,1,20,18,27,45,55,50,2,1,18,21,48,76,80,74,30,1,16,33,59,77,90,81,42,1,8,32,62,77,90,91,49,1,10,23,54,78,79,75,50,2,8,13,27,59,78,60,28,1,15,23,12,40,42,28,1,0,1,0,0,1,0,0,0
2,2025-10-12 18:59:20.301,96,91,0,0,0,0,1,1,1,0,0,0,4,2,15,13,10,13,0,0,11,12,13,11,6,5,0,1,10,6,10,13,13,13,0,1,20,18,27,45,55,50,2,1,18,21,48,76,80,74,30,1,17,33,60,77,90,81,42,1,8,32,62,77,90,91,49,1,10,23,54,78,79,75,50,2,8,13,27,59,78,60,28,1,15,23,12,40,42,28,1,0,1,0,0,1,0,0,0
3,2025-10-12 18:59:20.312,96,91,0,0,0,0,1,1,1,0,0,0,4,2,15,13,10,13,0,0,11,12,13,11,6,5,0,1,11,6,10,13,13,13,0,1,20,18,27,45,55,50,2,1,18,22,48,76,80,74,29,1,17,34,60,78,90,81,42,1,8,33,62,77,90,91,49,1,10,23,55,78,79,75,50,2,8,13,28,59,78,61,28,1,16,23,12,40,43,29,1,0,1,0,0,1,0,0,0
4,2025-10-12 18:59:20.322,96,91,0,0,0,0,1,1,1,0,0,0,4,2,15,13,11,13,0,0,11,12,13,11,6,5,0,1,11,6,10,13,13,14,0,1,21,18,27,45,55,50,2,1,18,22,48,76,80,74,29,1,17,34,60,78,90,81,42,1,8,33,63,77,90,91,49,1,10,23,55,78,79,75,50,2,8,13,28,59,78,61,28,1,16,23,12,40,43,30,1,0,1,0,0,1,0,0,0
5,2025-10-12 18:59:20.334,96,92,0,0,0,0,1,1,1,0,0,0,4,2,15,13,11,13,0,0,11,12,13,11,6,5,0,1,11,6,10,13,13,14,0,1,21,18,27,45,55,50,2,1,18,22,48,76,80,74,28,1,18,34,60,78,90,82,42,1,8,33,63,77,90,92,49,1,10,23,55,79,79,75,50,2,9,13,28,60,78,62,28,1,16,23,12,40,43,31,1,0,1,0,0,1,0,0,0
6,2025-10-12 18:59:20.345,96,92,0,0,0,0,1,1,1,0,0,0,4,2,15,13,11,13,0,0,11,12,13,11,6,5,0,1,11,6,10,13,13,14,0,1,21,18,27,45,55,49,1,1,18,22,48,76,80,74,28,1,18,34,60,78,90,82,42,1,8,33,63,77,90,92,49,1,10,24,55,79,79,75,50,2,9,13,28,60,78,62,28,1,16,23,12,40,43,31,1,0,1,0,0,1,0,0,0
7,2025-10-12 18:59:20.354,96,92,0,0,0,0,1,1,1,0,0,0,4,2,15,13,11,13,0,0,11,12,13,11,6,6,0,1,11,6,10,13,13,14,0,1,21,18,27,45,54,48,1,1,18,22,48,76,80,74,27,1,18,34,60,78,90,82,42,1,8,34,63,77,90,92,49,1,10,24,56,79,79,75,50,2,9,13,28,60,78,62,28,1,16,23,13,40,43,31,1,0,1,0,0,1,0,0,0
8,2025-10-12 18:59:20.366,96,92,0,0,0,0,1,1,1,0,0,0,4,3,15,13,11,13,0,0,11,12,13,11,6,6,0,1,11,6,10,13,13,14,0,1,21,18,27,45,53,48,1,1,18,22,48,76,80,74,27,1,18,34,60,78,90,82,42,1,8,34,63,77,90,92,49,1,10,24,56,79,79,75,50,2,9,13,28,60,78,62,28,1,16,23,13,40,43,31,1,0,1,0,0,1,0,0,0
9,2025-10-12 18:59:20.375,96,92,0,0,0,0,1,1,1,0,0,0,4,3,15,13,11,13,0,0,11,12,13,11,6,6,0,1,11,6,10,13,13,14,0,1,21,18,27,45,53,48,1,1,19,23,48,76,80,74,27,1,18,34,61,78,90,82,42,1,8,35,63,77,90,92,49,1,10,25,56,79,79,75,50,2,9,14,29,61,78,62,28,1,16,23,13,40,43,31,1,0,1,0,0,1,0,0,0
10,2025-10-12 18:59:20.386,96,92,0,0,0,0,1,1,1,0,0,0,4,3,15,13,11,13,0,0,11,12,13,11,6,6,0,1,11,6,10,13,13,14,0,1,21,18,27,45,52,48,0,1,19,23,48,76,80,74,27,1,18,34,61,78,90,82,42,1,8,35,64,77,90,92,49,1,10,25,56,79,79,75,50,2,9,14,29,61,78,62,28,1,16,23,13,40,44,32,1,0,1,0,0,1,0,0,0
