SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 19:00:50.711,96,71,0,0,0,0,0,0,0,0,0,1,4,1,4,3,9,1,0,6,25,22,22,15,7,0,0,24,50,63,52,33,15,1,0,20,53,71,68,42,12,1,0,13,53,58,64,42,19,5,0,1,30,44,45,27,18,1,0,0,8,30,26,21,13,1,0,0,10,14,11,14,19,6,0,0,7,17,13,13,13,5,0,0,4,15,6,16,9,1,0,0,0,0,0,0,0,0,0
2,2025-10-12 19:00:50.721,96,71,0,0,0,0,0,0,0,0,0,1,4,1,4,3,9,1,0,6,25,22,22,15,7,1,0,24,50,63,52,33,15,1,0,21,54,71,69,42,12,1,0,14,54,59,65,42,19,6,0,1,31,46,45,28,18,1,0,0,8,32,26,21,13,1,0,0,10,15,11,14,19,7,0,0,7,18,13,13,13,5,0,0,4,15,7,16,9,1,0,0,0,0,0,0,0,0,0
3,2025-10-12 19:00:50.732,96,71,0,0,0,0,0,0,0,0,0,1,4,1,4,3,10,1,0,6,25,22,22,15,7,1,0,25,50,63,52,33,15,1,0,22,54,71,69,42,12,1,0,14,54,59,65,42,19,6,0,1,32,47,46,28,18,1,0,0,8,32,27,22,13,1,0,0,10,15,11,14,19,7,0,0,7,18,13,13,13,5,0,0,4,16,7,16,9,1,0,0,0,0,0,0,0,0,0
4,2025-10-12 19:00:50.744,96,71,0,0,0,0,0,0,0,0,0,1,4,1,4,3,10,1,0,6,25,22,21,15,7,1,0,25,50,63,52,32,15,1,0,23,55,71,69,41,12,1,0,15,56,60,65,42,19,6,0,1,33,49,47,29,18,1,0,0,9,34,28,22,13,1,0,0,10,16,11,15,19,7,0,0,7,18,13,13,13,5,0,0,4,16,7,16,9,1,0,0,0,0,0,0,0,0,0
5,2025-10-12 19:00:50.755,96,71,0,0,0,0,0,0,0,0,0,1,4,1,4,3,10,2,0,6,25,22,21,15,7,1,0,26,51,63,52,32,15,1,0,24,55,71,69,40,12,1,0,16,57,60,65,42,19,6,0,1,34,50,47,29,18,1,0,0,10,35,29,22,13,1,0,0,10,16,12,15,19,7,0,0,7,18,13,13,13,5,0,0,4,17,8,16,9,1,0,0,0,0,0,0,0,0,0
6,2025-10-12 19:00:50.776,96,72,0,0,0,0,0,0,0,0,0,1,4,1,4,3,10,2,0,6,25,22,21,14,7,1,0,27,51,63,51,30,15,1,0,25,56,72,69,39,12,2,0,17,59,61,65,42,19,6,0,3,36,52,48,29,18,1,0,0,11,37,31,23,13,1,0,0,12,16,12,15,19,7,0,0,7,18,13,13,13,5,0,0,4,17,8,16,9,2,0,0,0,0,0,0,0,0,0
7,2025-10-12 19:00:50.786,96,72,0,0,0,0,0,0,0,0,0,1,4,1,4,3,11,2,0,7,25,22,21,14,7,1,0,27,52,63,51,30,15,1,0,26,57,72,69,38,12,2,0,18,59,61,65,42,19,6,0,4,37,53,48,29,18,1,0,0,12,38,32,23,13,1,0,0,12,17,13,15,19,7,0,0,7,18,13,13,13,5,0,0,5,18,8,16,9,2,0,0,0,0,0,0,0,0,0
8,2025-10-12 19:00:50.797,96,73,0,0,0,0,0,0,0,0,0,1,4,1,4,3,11,2,0,7,25,22,20,13,7,1,0,29,53,63,51,29,15,1,0,27,58,73,69,37,12,2,0,20,60,62,65,42,19,7,0,6,39,54,48,29,18,1,0,0,13,39,34,23,13,1,0,0,12,17,13,15,19,7,0,0,7,18,13,13,13,6,0,0,5,18,8,17,10,2,0,0,0,0,0,0,0,0,0
9,2025-10-12 19:00:50.807,96,74,0,0,0,0,0,0,0,0,0,1,4,1,4,3,11,2,0,8,25,22,20,13,7,1,0,30,53,63,50,28,14,1,0,29,58,74,69,35,12,2,0,22,61,62,65,41,19,7,0,8,41,55,48,29,18,1,0,0,14,40,34,23,13,1,0,0,13,17,13,16,19,7,0,0,7,18,13,13,14,6,0,0,5,18,8,17,10,2,0,0,0,0,0,0,0,0,0
10,2025-10-12 19:00:50.817,96,74,0,0,0,0,0,0,0,0,0,1,4,1,4,3,12,2,0,9,25,22,20,13,7,1,0,30,54,64,50,27,14,1,0,30,59,74,69,35,12,2,0,23,62,62,65,41,19,7,0,9,42,56,48,29,18,1,0,0,15,41,34,23,13,1,0,0,14,18,13,16,19,7,0,0,7,18,13,13,14,6,0,0,6,19,8,17,10,2,0,0,0,0,0,0,0,0,0
11,2025-10-12 19:00:50.827,96,74,0,0,0,0,0,0,1,0,0,1,4,1,4,3,12,2,0,9,25,22,20,13,7,1,0,32,54,65,50,27,14,1,0,32,60,74,69,34,12,3,0,25,63,63,65,41,19,7,0,11,44,57,48,29,18,1,0,1,16,42,34,23,13,1,0,0,15,19,13,17,19,7,0,0,7,18,13,13,14,6,0,0,6,20,8,17,10,2,0,0,0,0,0,0,0,0,0
12,2025-10-12 19:00:50.838,96,75,0,0,0,0,0,0,1,0,0,1,5,1,5,4,12,2,0,10,26,23,20,13,7,1,0,32,55,65,50,27,14,1,0,33,60,75,69,34,12,3,0,26,64,63,65,41,19,7,0,12,44,57,49,29,18,1,0,1,17,43,35,23,13,1,0,0,15,20,13,17,19,7,0,0,7,18,13,13,14,6,0,0,7,20,8,17,10,2,0,0,0,0,0,0,0,0,0
13,2025-10-12 19:00:50.849,96,75,0,0,0,0,0,0,1,0,0,1,5,1,6,4,13,2,0,11,27,24,20,13,7,1,0,33,56,66,50,27,14,1,0,35,61,75,69,34,12,3,0,27,65,64,65,41,19,7,0,13,46,58,49,29,18,1,0,1,17,44,36,23,13,1,0,0,15,21,13,17,20,7,0,0,8,18,13,13,15,6,0,0,7,21,9,17,10,2,0,0,0,0,0,0,0,0,0
14,2025-10-12 19:00:50.859,96,75,0,0,0,0,0,0,1,0,0,1,6,1,7,5,13,3,0,11,28,25,20,13,7,1,0,34,56,67,50,27,14,1,0,36,61,75,69,34,12,3,0,28,65,64,65,41,19,7,0,13,47,58,50,29,18,1,0,1,18,44,37,23,13,1,0,0,16,21,13,17,21,7,0,0,8,18,13,13,15,6,0,0,7,21,9,17,10,2,0,0,0,0,0,0,0,0,0
15,2025-10-12 19:00:50.870,96,75,0,0,0,0,0,0,1,0,0,1,6,1,8,5,13,3,0,12,30,26,20,13,7,1,0,35,57,68,50,27,14,1,0,37,62,75,69,34,12,3,0,28,66,64,66,41,19,7,0,13,48,59,50,29,18,1,0,1,19,45,37,23,13,1,0,0,17,21,14,17,22,7,0,0,8,18,13,13,16,6,0,0,7,21,9,18,10,2,0,0,0,0,0,0,0,0,0
16,2025-10-12 19:00:50.880,96,75,0,0,0,0,0,0,1,0,0,1,6,1,8,5,13,3,0,13,30,27,20,13,7,1,0,35,57,69,50,27,14,1,0,37,62,75,69,34,12,3,0,28,66,64,66,41,19,7,0,13,49,59,50,29,18,2,0,1,19,46,37,23,13,1,0,0,18,21,14,17,22,7,0,0,8,18,13,13,16,6,0,0,7,21,9,18,10,2,0,0,0,0,0,0,0,0,0
17,2025-10-12 19:00:50.891,96,75,0,0,0,0,0,0,1,0,0,1,6,1,8,5,13,4,0,14,32,27,20,13,7,1,0,36,58,69,51,27,14,2,0,37,63,75,69,34,12,3,0,29,67,64,66,41,19,7,0,14,49,60,50,29,18,2,0,1,20,47,38,23,14,1,0,0,18,21,15,17,22,7,0,0,8,18,14,13,16,6,0,0,7,21,10,18,10,2,0,0,0,0,0,0,0,0,0
18,2025-10-12 19:00:50.912,96,76,0,0,0,0,0,0,1,0,0,1,6,1,8,6,13,5,0,14,32,28,20,13,7,2,0,37,59,70,52,27,14,2,0,37,63,76,69,34,12,4,0,29,67,65,66,41,19,7,0,14,50,60,50,29,18,2,0,1,20,48,38,23,14,1,0,0,18,21,15,17,22,7,0,0,9,18,14,13,16,6,0,0,7,21,10,18,10,3,0,0,0,0,0,0,0,0,0
19,2025-10-12 19:00:50.920,96,76,0,0,0,0,0,0,1,0,0,1,7,1,9,6,13,6,0,14,33,29,20,13,7,2,0,37,59,70,52,27,14,3,0,37,64,76,70,34,12,4,0,29,67,65,66,40,19,7,0,15,50,60,50,29,18,2,0,1,20,48,38,23,14,1,0,0,18,21,15,17,22,7,0,0,9,18,14,13,16,6,0,0,7,21,10,18,10,3,0,0,0,0,0,0,0,0,0
20,2025-10-12 19:00:50.931,96,76,0,0,0,0,0,0,1,0,0,1,7,1,9,6,13,7,0,15,33,29,20,13,7,2,0,37,59,70,52,27,14,3,0,38,64,76,70,34,12,4,0,29,67,65,66,40,19,8,0,15,50,61,50,29,18,2,0,1,20,48,38,23,14,2,0,0,18,21,15,17,22,7,0,0,9,18,14,13,16,6,0,0,7,21,10,18,10,3,0,0,0,0,0,0,0,0,0
21,2025-10-12 19:00:50.943,96,76,0,0,0,0,0,0,1,0,0,1,7,1,9,6,13,7,0,15,33,29,20,13,7,2,0,38,59,70,52,27,14,3,0,38,64,76,70,34,12,4,0,30,67,66,66,40,19,8,0,16,51,61,50,29,18,3,0,1,21,49,38,23,14,2,0,0,18,21,15,17,22,7,0,0,9,18,15,13,16,6,0,0,7,21,10,18,10,3,0,0,0,0,0,0,0,0,0
22,2025-10-12 19:00:50.954,96,76,0,0,0,0,0,0,1,0,0,1,7,1,9,6,14,7,0,15,33,29,20,13,7,3,0,38,59,70,52,27,14,3,0,38,64,76,70,34,12,4,0,30,68,66,66,40,19,8,0,16,51,61,50,29,18,3,0,1,21,49,38,23,14,2,0,0,19,21,15,17,22,7,0,0,9,18,15,13,16,7,0,0,7,21,10,18,10,3,0,0,0,0,0,0,0,0,0
