SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:27:55.737,96,79,0,0,1,1,13,14,18,1,0,10,38,35,62,66,52,48,0,1,36,61,78,72,45,58,0,1,39,69,79,68,65,61,1,0,36,70,76,69,62,65,1,0,25,54,66,58,55,50,0,0,7,25,36,40,46,43,0,0,1,24,34,34,39,29,0,0,1,12,11,18,26,13,0,0,1,7,14,17,16,7,0,0,1,9,9,21,13,4,0,0,0,0,0,0,0,0,0
2,2025-10-12 18:27:55.748,96,79,0,0,1,2,14,15,20,1,0,11,39,36,63,67,54,49,0,1,37,61,78,72,46,59,0,1,39,69,79,69,66,62,1,0,37,70,76,70,63,66,1,0,25,54,66,59,56,51,0,0,7,25,37,41,47,43,0,0,1,24,35,35,40,31,0,0,1,12,12,18,27,13,0,0,1,7,14,17,16,7,0,0,1,9,9,21,14,5,0,0,0,0,0,0,0,0,0
3,2025-10-12 18:27:55.757,96,79,0,0,1,2,14,16,21,1,0,11,39,37,63,67,54,50,0,1,37,61,78,72,46,59,0,1,39,69,79,69,66,62,1,0,37,70,76,70,63,66,1,0,25,54,66,59,57,51,0,0,7,25,37,41,47,44,0,0,1,24,35,35,41,32,0,0,1,12,12,18,27,13,0,0,1,7,14,17,17,7,0,0,1,9,9,21,14,5,0,0,0,0,0,0,0,0,0
4,2025-10-12 18:27:55.769,96,79,0,0,1,3,15,18,23,2,0,12,39,38,64,68,55,50,0,1,37,61,78,73,47,59,1,1,40,69,79,69,66,62,2,0,38,70,76,71,63,66,1,0,25,55,66,60,57,51,0,0,7,26,38,41,48,44,0,0,1,24,35,36,42,33,0,0,1,12,12,19,28,13,0,0,1,7,14,17,17,7,0,0,1,9,9,21,14,5,0,0,0,0,0,0,0,0,0
5,2025-10-12 18:27:55.779,96,79,0,0,2,4,15,18,23,2,0,13,40,39,64,68,55,51,0,1,38,62,78,73,48,60,1,1,40,69,79,69,66,62,2,0,39,70,76,71,63,66,1,0,25,55,66,60,58,52,0,0,7,26,39,41,49,44,0,0,1,25,35,36,42,34,0,0,1,12,12,19,28,13,0,0,1,7,14,17,17,7,0,0,1,9,9,21,14,5,0,0,0,0,0,0,0,0,0
6,2025-10-12 18:27:55.791,96,79,0,1,4,5,17,20,24,3,0,14,41,40,64,69,55,53,0,1,38,62,79,73,48,60,1,1,41,69,79,70,66,62,2,0,40,71,76,71,64,67,1,0,26,56,67,61,59,52,0,0,7,27,40,41,49,45,0,0,1,25,36,37,42,35,0,0,1,12,13,20,28,14,0,0,1,7,14,18,18,7,0,0,1,10,10,22,14,5,0,0,0,0,0,0,0,0,0
7,2025-10-12 18:27:55.801,96,79,0,1,5,6,17,20,25,3,0,14,41,40,65,69,55,53,0,1,38,63,79,73,49,61,1,1,41,69,79,70,66,63,3,0,41,71,77,71,64,68,1,0,26,56,68,61,59,53,0,0,7,27,40,42,50,46,0,0,1,26,37,37,43,36,0,0,1,12,14,20,28,14,0,0,1,7,14,18,18,8,0,0,1,10,10,23,14,5,0,0,0,0,0,0,0,0,0
8,2025-10-12 18:27:55.811,96,79,0,1,6,7,18,21,26,4,0,14,42,41,65,69,55,54,0,1,39,63,79,74,49,61,1,1,42,69,79,70,67,63,3,1,42,72,77,71,65,69,2,0,27,56,69,62,60,53,0,0,8,28,41,42,50,46,0,0,1,26,38,38,43,37,0,0,1,12,15,20,28,14,0,0,1,7,14,18,19,8,0,0,1,11,10,24,14,5,0,0,0,0,0,0,0,0,0
9,2025-10-12 18:27:55.822,96,79,0,1,6,8,18,21,27,4,0,14,42,41,65,69,55,55,0,1,39,63,79,74,49,61,1,1,42,69,79,70,67,64,3,1,43,72,77,71,65,69,2,0,27,57,69,62,60,54,0,0,8,28,41,43,50,46,0,0,1,26,38,38,44,38,0,0,1,12,15,20,29,14,0,0,1,7,15,18,19,8,0,0,1,12,10,24,14,5,0,0,0,0,0,0,0,0,0
10,2025-10-12 18:27:55.831,96,79,0,1,6,8,18,22,28,5,0,15,43,41,66,69,56,56,1,1,40,63,79,74,49,62,1,1,43,69,79,70,68,64,4,1,44,72,77,71,65,70,3,0,29,57,69,62,60,54,1,0,9,29,42,43,51,46,0,0,1,26,38,38,44,38,0,0,1,12,15,20,29,14,0,0,1,7,15,18,19,9,0,0,1,12,10,24,14,5,0,0,0,0,0,0,0,0,0
11,2025-10-12 18:27:55.851,96,79,0,1,6,8,18,22,29,5,0,16,43,41,66,69,56,57,1,2,40,63,79,74,49,62,1,1,43,70,79,70,68,64,4,1,45,72,77,71,65,70,4,0,29,58,70,62,60,55,1,0,9,29,42,43,51,47,0,0,1,27,39,38,44,38,0,0,1,12,15,20,30,15,0,0,1,7,16,18,19,9,0,0,1,12,10,24,14,6,0,0,0,0,0,0,0,0,0
12,2025-10-12 18:27:55.860,96,80,0,1,7,9,19,23,29,6,0,17,44,42,66,70,57,58,1,2,40,64,80,74,50,63,2,2,43,70,79,71,68,65,4,1,45,72,77,71,66,70,5,0,30,58,70,63,60,55,1,0,9,30,43,43,51,47,0,0,1,27,39,38,44,39,0,0,1,12,15,20,30,15,0,0,2,7,16,18,20,9,0,0,1,12,10,24,14,6,0,0,0,0,0,0,0,0,0
