SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
0,2025-04-29 20:36:22.564,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,16,17,14,9,0,0,0,0,0,0,0,0,0
1,2025-04-29 20:36:22.575,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,16,17,14,9,0,0,0,0,0,0,0,0,0
2,2025-04-29 20:36:22.586,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
3,2025-04-29 20:36:22.596,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
4,2025-04-29 20:36:22.607,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
5,2025-04-29 20:36:22.616,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,1,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
6,2025-04-29 20:36:22.637,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,2,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
7,2025-04-29 20:36:22.647,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,18,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,2,8,23,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
8,2025-04-29 20:36:22.659,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,19,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,29,32,18,0,0,2,8,24,19,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
9,2025-04-29 20:36:22.668,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,1,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,33,30,28,34,12,0,1,19,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,30,32,18,0,0,2,8,24,20,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
10,2025-04-29 20:36:22.680,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,34,30,29,34,12,0,1,19,39,28,26,33,32,0,0,12,40,24,29,40,36,0,0,15,25,30,30,32,18,0,0,2,9,24,20,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
11,2025-04-29 20:36:22.689,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,10,8,0,4,20,34,30,29,34,12,0,1,19,39,28,26,33,32,0,0,12,40,25,29,40,36,0,0,15,25,30,30,32,18,0,0,2,9,24,20,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
12,2025-04-29 20:36:22.700,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,11,8,0,4,20,34,30,29,34,12,0,1,19,39,28,26,33,32,0,0,12,40,25,29,40,36,0,0,15,26,31,30,32,18,0,0,2,9,24,20,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
13,2025-04-29 20:36:22.712,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,5,1,8,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,11,8,0,4,20,34,30,29,34,12,0,1,19,39,28,26,33,32,0,0,12,40,25,29,40,36,0,0,15,26,31,30,32,18,0,0,2,9,24,20,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
14,2025-04-29 20:36:22.722,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,5,1,9,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,11,8,0,4,20,34,30,29,34,12,0,1,19,40,28,26,33,32,0,0,12,40,25,29,40,36,0,0,15,26,31,30,32,18,0,0,2,9,25,21,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
15,2025-04-29 20:36:22.733,96,40,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,8,6,5,0,5,14,20,13,16,11,8,0,4,20,34,30,29,34,12,0,1,19,40,28,26,33,32,0,0,12,40,25,29,40,36,0,0,16,26,31,30,32,18,0,0,2,9,25,21,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
16,2025-04-29 20:36:22.743,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,8,6,5,0,5,14,21,13,16,11,8,0,4,20,34,30,29,35,12,0,1,19,40,28,26,34,32,0,0,12,41,25,29,40,36,0,0,16,27,31,30,32,18,0,0,2,9,25,21,19,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
17,2025-04-29 20:36:22.754,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,8,6,5,0,5,14,21,13,16,11,8,0,4,20,34,30,29,35,12,0,1,19,40,28,26,34,32,0,0,12,41,25,29,40,36,0,0,16,27,31,30,32,18,0,0,2,9,25,21,20,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
18,2025-04-29 20:36:22.765,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,6,5,0,5,14,21,14,16,11,9,0,4,20,35,30,29,35,12,0,1,19,40,28,27,34,32,0,0,12,41,25,30,40,36,0,0,16,27,32,30,32,18,0,0,2,9,26,22,20,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
19,2025-04-29 20:36:22.775,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,6,5,0,5,14,21,14,16,11,9,0,4,20,35,30,30,35,12,0,1,19,41,29,27,34,32,0,0,12,41,25,30,40,36,0,0,16,27,32,30,32,18,0,0,2,9,26,22,21,14,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
20,2025-04-29 20:36:22.797,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,14,16,11,9,0,4,21,35,31,30,35,12,0,1,20,41,29,27,34,32,0,0,12,41,26,30,40,36,0,0,16,27,33,30,32,18,0,0,2,9,26,22,21,15,0,0,2,13,17,17,14,10,0,0,0,0,0,0,0,0,0
21,2025-04-29 20:36:22.807,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,14,16,11,9,0,5,21,35,31,30,35,12,0,1,20,41,29,27,34,32,0,0,12,41,26,30,40,36,0,0,16,27,33,30,32,18,0,0,2,9,26,22,21,15,0,0,2,14,17,17,14,10,0,0,0,0,0,0,0,0,0
22,2025-04-29 20:36:22.817,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,15,16,11,9,0,5,21,35,31,30,35,13,0,1,20,41,29,27,34,32,0,0,13,41,26,30,40,37,0,0,17,27,33,30,32,18,0,0,2,9,27,22,21,15,0,0,2,14,17,18,14,10,0,0,0,0,0,0,0,0,0
23,2025-04-29 20:36:22.828,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,15,16,11,9,0,5,21,35,31,30,35,13,0,1,20,41,29,27,34,32,0,0,13,41,26,30,40,37,0,0,17,28,33,31,32,18,0,0,2,9,27,22,21,15,0,0,2,14,17,18,14,10,0,0,0,0,0,0,0,0,0
24,2025-04-29 20:36:22.839,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,15,16,11,9,0,5,21,35,31,30,35,13,0,1,20,41,29,27,35,32,0,0,13,41,26,30,40,37,0,0,17,28,33,31,32,18,0,0,2,9,28,22,21,15,0,0,2,15,17,18,14,10,0,0,0,0,0,0,0,0,0
25,2025-04-29 20:36:22.851,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,15,16,11,9,0,5,21,35,31,30,35,13,0,1,20,41,29,27,35,32,0,0,13,41,26,30,40,37,0,0,17,28,33,31,32,18,0,0,2,9,28,23,21,15,0,0,2,15,17,18,14,10,0,0,0,0,0,0,0,0,0
26,2025-04-29 20:36:22.860,96,41,0,0,0,0,0,0,0,0,0,0,7,1,1,1,3,9,0,1,2,6,1,9,1,1,0,2,8,12,6,9,7,5,0,5,14,21,15,16,11,9,0,5,21,35,31,30,35,13,0,1,20,41,29,27,35,33,0,0,13,41,26,31,41,37,0,0,17,28,33,31,32,18,0,0,2,9,28,23,22,15,0,0,2,15,18,18,14,10,0,0,0,0,0,0,0,0,0
