SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:18:25.310,96,74,0,0,1,3,13,15,20,11,0,7,20,12,23,30,33,33,1,6,21,21,24,31,23,35,1,6,23,26,21,27,36,39,0,3,22,27,20,23,28,43,0,1,16,13,15,22,25,20,0,0,12,17,20,32,34,16,0,0,8,23,53,74,55,19,0,1,19,28,42,66,44,19,0,1,19,21,26,36,36,23,0,0,19,37,24,41,41,29,0,0,1,1,1,1,1,0,0
2,2025-10-12 18:18:25.319,96,72,0,0,1,3,12,14,19,9,0,5,19,11,22,29,32,33,1,5,20,19,23,30,23,33,1,4,23,25,20,25,34,37,0,1,22,26,18,22,28,41,0,0,15,12,13,21,24,19,0,0,12,15,19,31,32,15,0,0,8,22,51,72,53,17,0,0,19,26,39,62,42,18,0,0,18,20,25,34,34,22,0,0,19,36,22,39,40,28,0,0,1,1,1,1,1,0,0
3,2025-10-12 18:18:25.330,96,70,0,0,1,1,10,12,17,8,0,4,17,10,21,27,31,32,0,4,19,18,21,28,22,32,0,4,22,23,19,24,32,35,0,1,21,24,16,21,27,39,0,0,14,12,12,20,23,18,0,0,10,14,18,29,31,14,0,0,8,20,48,70,51,14,0,0,17,24,35,59,39,17,0,0,16,19,23,32,32,21,0,0,19,34,20,37,39,26,0,0,1,1,0,0,0,0,0
4,2025-10-12 18:18:25.340,96,69,0,0,0,1,9,11,16,7,0,4,16,10,20,26,31,31,0,4,18,17,21,27,21,31,0,3,21,22,19,23,31,34,0,1,20,23,15,20,26,38,0,0,13,11,11,19,22,17,0,0,9,14,17,28,30,13,0,0,7,20,46,69,50,12,0,0,16,23,33,57,38,16,0,0,15,18,23,31,31,21,0,0,18,33,18,36,38,25,0,0,1,1,0,0,0,0,0
5,2025-10-12 18:18:25.353,96,66,0,0,0,0,7,9,13,6,0,3,14,9,18,24,30,29,0,3,16,15,19,25,19,30,0,3,20,20,17,22,29,32,0,0,17,21,13,19,26,36,0,0,11,9,10,17,20,16,0,0,7,12,15,27,28,11,0,0,7,18,42,66,48,8,0,0,15,21,29,53,35,14,0,0,14,17,21,29,28,19,0,0,17,30,15,34,36,23,0,0,0,0,0,0,0,0,0
6,2025-10-12 18:18:25.362,96,64,0,0,0,0,6,8,12,5,0,3,13,8,17,23,29,28,0,3,15,14,18,24,18,29,0,3,19,19,16,22,28,31,0,0,16,19,12,18,25,35,0,0,10,8,9,16,20,15,0,0,7,11,14,26,27,9,0,0,7,17,40,64,47,7,0,0,14,20,27,50,33,13,0,0,14,16,20,28,27,18,0,0,17,29,14,33,35,21,0,0,0,0,0,0,0,0,0
7,2025-10-12 18:18:25.373,96,60,0,0,0,0,4,6,10,3,0,1,11,7,15,21,28,26,0,1,14,13,16,22,16,27,0,3,18,17,14,21,26,28,0,0,14,16,10,16,24,32,0,0,9,7,8,16,19,13,0,0,6,10,13,24,25,5,0,0,6,15,36,60,43,5,0,0,13,18,24,46,30,9,0,0,12,15,18,26,25,16,0,0,16,26,12,31,33,18,0,0,0,0,0,0,0,0,0
8,2025-10-12 18:18:25.394,96,58,0,0,0,0,4,5,9,3,0,1,10,7,14,20,27,25,0,1,13,12,16,21,15,26,0,1,17,16,13,20,25,27,0,0,13,15,10,16,23,31,0,0,8,6,7,16,18,12,0,0,6,9,13,24,24,4,0,0,6,14,34,58,41,5,0,0,13,17,22,44,29,7,0,0,11,14,17,25,23,16,0,0,16,25,11,30,31,17,0,0,0,0,0,0,0,0,0
9,2025-10-12 18:18:25.404,96,54,0,0,0,0,3,4,7,1,0,1,9,6,13,18,26,23,0,1,13,12,14,19,14,24,0,1,15,14,12,19,23,23,0,0,11,13,9,15,21,28,0,0,7,5,6,15,16,10,0,0,4,7,11,22,22,1,0,0,6,12,30,54,36,3,0,0,12,15,18,40,26,5,0,0,11,12,15,23,19,14,0,0,15,23,11,28,27,15,0,0,0,0,0,0,0,0,0
10,2025-10-12 18:18:25.415,96,51,0,0,0,0,1,3,6,1,0,1,8,6,12,17,25,22,0,1,12,12,13,19,13,23,0,1,15,13,11,18,22,22,0,0,10,12,9,15,20,26,0,0,6,4,5,14,16,9,0,0,3,6,10,21,21,1,0,0,5,11,28,51,33,1,0,0,12,14,16,38,24,4,0,0,10,12,14,21,17,13,0,0,15,22,10,26,25,14,0,0,0,0,0,0,0,0,0
11,2025-10-12 18:18:25.426,96,46,0,0,0,0,0,1,5,0,0,1,7,5,10,15,24,21,0,1,12,11,12,17,11,19,0,1,14,12,10,17,20,20,0,0,9,11,7,13,18,23,0,0,4,3,4,12,14,7,0,0,1,5,8,18,19,1,0,0,5,10,24,46,27,1,0,0,10,12,13,32,20,1,0,0,9,10,11,17,13,10,0,0,14,21,9,22,20,12,0,0,0,0,0,0,0,0,0
12,2025-10-12 18:18:25.435,96,40,0,0,0,0,0,1,4,0,0,0,5,4,8,12,22,20,0,1,11,10,11,14,9,16,0,1,13,11,9,17,18,17,0,0,8,10,7,11,16,19,0,0,1,1,3,10,13,6,0,0,1,4,6,15,17,1,0,0,4,9,20,40,21,1,0,0,8,10,11,26,16,1,0,0,8,8,9,15,10,7,0,0,13,19,7,18,14,10,0,0,0,0,0,0,0,0,0
13,2025-10-12 18:18:25.446,96,37,0,0,0,0,0,1,4,0,0,0,4,4,7,10,21,19,0,1,10,10,10,13,8,15,0,1,12,11,8,16,17,16,0,0,8,9,6,10,15,17,0,0,1,1,3,10,12,5,0,0,1,4,5,13,15,1,0,0,4,8,18,37,18,1,0,0,6,9,10,23,14,1,0,0,8,7,8,13,9,6,0,0,12,17,6,16,12,9,0,0,0,0,0,0,0,0,0
14,2025-10-12 18:18:25.456,96,30,0,0,0,0,0,0,1,0,0,0,3,3,5,7,17,18,0,1,9,9,8,11,7,13,0,1,11,9,6,15,16,13,0,0,7,8,5,9,14,13,0,0,1,1,3,9,11,4,0,0,1,3,4,11,13,0,0,0,3,6,14,30,13,0,0,0,4,8,7,18,11,1,0,0,6,6,6,10,7,6,0,0,11,13,4,13,8,8,0,0,0,0,0,0,0,0,0
