SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:15:29.999,96,78,0,9,14,15,25,25,28,19,0,28,42,23,41,38,41,44,2,23,35,34,31,39,30,44,1,26,38,39,41,33,43,54,0,30,40,43,36,35,31,55,0,22,48,45,35,37,39,39,0,19,36,36,30,32,44,44,0,13,30,30,39,39,41,49,7,9,30,33,32,37,39,49,28,12,34,33,33,33,50,78,61,8,36,47,32,41,48,61,45,1,7,4,2,4,11,5,0
2,2025-10-12 18:15:30.009,96,77,0,9,14,15,25,25,28,18,0,27,42,23,41,37,41,43,1,22,35,34,31,38,30,44,1,26,38,39,41,33,42,53,0,29,40,43,35,34,31,54,0,22,48,45,35,37,39,39,0,18,36,36,30,32,43,43,0,13,30,30,39,39,40,48,6,9,30,33,32,37,39,47,26,11,33,33,33,33,49,77,60,8,36,47,31,40,47,60,44,0,7,4,2,4,10,5,0
3,2025-10-12 18:15:30.019,96,73,0,9,13,14,25,23,27,15,0,26,41,23,40,36,39,41,0,20,34,33,31,36,29,42,0,25,38,38,39,33,40,51,0,27,38,42,33,32,30,52,0,22,48,44,34,35,38,37,0,17,36,36,30,31,41,41,0,11,30,29,38,37,39,44,4,9,30,33,31,37,37,43,22,9,31,32,33,32,46,73,58,8,36,46,29,38,44,56,41,0,7,4,2,4,7,1,0
4,2025-10-12 18:15:30.029,96,71,0,8,12,14,25,22,26,14,0,25,40,22,39,35,38,39,0,19,34,32,30,35,28,41,0,24,38,38,38,32,39,50,0,26,37,41,32,31,29,51,0,21,47,43,33,34,37,36,0,16,35,35,30,30,40,39,0,10,30,28,37,36,38,42,3,9,30,32,30,36,36,41,20,8,31,31,32,31,44,71,57,8,35,45,28,36,42,54,39,0,7,4,2,3,6,0,0
5,2025-10-12 18:15:30.040,96,66,0,7,10,12,23,20,24,11,0,23,38,20,37,33,36,36,0,17,32,31,28,33,26,39,0,21,36,36,36,30,37,47,0,22,34,39,30,27,26,48,0,19,45,41,31,32,35,34,0,14,34,33,28,28,37,36,0,9,28,27,35,34,36,38,0,7,28,30,28,34,33,35,14,7,29,30,30,29,39,66,54,6,33,43,25,32,37,48,34,0,6,3,1,1,1,0,0
6,2025-10-12 18:15:30.050,96,63,0,6,9,11,21,18,23,10,0,22,37,19,36,32,34,34,0,16,31,30,27,32,25,37,0,19,35,35,35,28,36,45,0,20,32,38,28,25,24,46,0,18,44,39,30,31,33,32,0,13,33,32,27,27,36,34,0,8,27,26,34,33,35,36,0,6,27,29,27,33,32,32,11,6,28,29,29,28,36,63,52,5,32,43,23,30,34,45,31,0,5,3,1,0,0,0,0
7,2025-10-12 18:15:30.060,96,60,0,4,7,8,17,15,19,7,0,20,35,17,33,30,31,30,0,12,29,29,25,30,24,33,0,17,33,32,32,26,33,41,0,16,30,35,26,22,21,42,0,16,40,36,28,29,29,28,0,11,31,29,25,25,32,30,0,6,25,24,31,32,33,30,0,5,25,28,25,31,30,26,7,5,27,27,28,26,34,60,50,4,31,42,22,28,31,42,27,0,4,1,0,0,0,0,0
8,2025-10-12 18:15:30.071,96,54,0,1,7,7,16,13,17,6,0,18,34,16,32,29,30,29,0,10,28,28,24,29,23,32,0,16,32,31,31,25,32,39,0,15,28,34,25,21,20,40,0,14,38,34,27,28,27,26,0,10,30,28,24,24,30,28,0,6,24,23,30,31,32,27,0,4,23,27,24,30,29,24,5,4,25,25,25,24,30,54,44,3,29,40,19,24,25,37,21,0,3,0,0,0,0,0,0
9,2025-10-12 18:15:30.091,96,51,0,1,6,5,14,11,13,4,0,16,32,15,30,27,27,27,0,8,27,26,23,27,21,28,0,14,31,29,29,24,30,36,0,12,26,32,24,19,19,38,0,13,36,33,26,27,26,24,0,9,29,27,23,23,28,26,0,5,23,22,29,31,31,25,0,4,22,27,23,30,28,22,1,3,24,24,24,23,28,51,40,1,29,39,17,22,23,35,18,0,3,0,0,0,0,0,0
10,2025-10-12 18:15:30.101,96,46,0,0,5,5,13,10,12,3,0,15,31,15,29,26,26,26,0,7,27,25,22,26,20,26,0,13,30,28,28,23,29,34,0,10,26,31,22,16,17,33,0,11,34,31,24,26,23,20,0,7,26,25,21,22,26,22,0,5,22,22,28,30,31,21,0,3,20,26,22,29,28,20,0,3,23,23,22,21,27,46,31,0,28,36,15,20,20,34,13,0,1,0,0,0,0,0,0
11,2025-10-12 18:15:30.111,96,44,0,0,4,3,11,9,10,1,0,13,29,13,27,25,25,23,0,5,26,24,22,24,19,22,0,11,29,26,26,21,28,30,0,8,25,29,20,14,15,28,0,8,33,29,22,25,22,18,0,6,25,24,20,21,25,20,0,4,21,21,27,29,30,19,0,1,20,25,21,29,27,19,0,1,23,22,21,21,27,44,27,0,27,35,14,19,20,34,12,0,0,0,0,0,0,0,0
12,2025-10-12 18:15:30.122,96,41,0,0,3,1,10,8,9,1,0,11,28,13,26,24,24,22,0,4,25,23,21,23,18,20,0,9,28,25,25,20,27,28,0,7,24,28,19,13,14,26,0,7,32,28,22,23,19,14,0,1,23,22,19,20,23,18,0,1,19,19,26,28,29,15,0,0,19,24,20,28,26,17,0,1,21,21,20,20,26,41,20,0,26,33,12,17,18,31,10,0,0,0,0,0,0,0,0
13,2025-10-12 18:15:30.133,96,38,0,0,1,1,8,7,7,1,0,8,26,11,22,23,22,19,0,3,23,21,19,21,16,16,0,7,26,24,23,18,24,24,0,5,23,25,17,11,13,22,0,5,30,27,20,22,18,13,0,1,22,21,18,19,21,17,0,0,18,18,25,27,28,13,0,0,19,23,19,28,25,16,0,0,20,20,19,19,25,38,17,0,25,32,11,16,16,29,9,0,0,0,0,0,0,0,0
14,2025-10-12 18:15:30.143,96,31,0,0,0,0,6,6,6,1,0,7,25,10,21,22,21,18,0,3,22,20,18,20,15,14,0,6,25,23,22,16,22,22,0,4,22,24,16,10,12,20,0,4,28,26,19,19,15,11,0,0,18,19,16,16,18,14,0,0,15,15,23,25,25,9,0,0,18,21,17,26,22,13,0,0,17,18,17,17,20,31,13,0,23,28,9,14,12,23,7,0,0,0,0,0,0,0,0
