SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:09:41.484,96,71,0,1,3,3,10,7,9,1,0,16,25,12,27,22,27,28,0,14,28,26,19,22,17,18,0,23,30,28,24,18,26,37,0,27,38,44,37,32,28,44,0,21,48,62,68,68,47,36,0,12,33,50,70,71,54,42,0,6,16,44,61,60,45,37,1,5,16,24,27,25,27,16,1,4,22,17,16,15,25,26,9,3,20,28,13,27,37,30,12,0,4,1,1,1,4,2,0
2,2025-10-12 18:09:41.494,96,72,0,1,4,4,10,7,10,1,0,17,26,13,27,22,28,28,0,15,29,26,19,23,17,19,0,23,31,29,25,18,27,37,0,28,39,45,37,32,29,45,0,21,48,62,68,68,48,37,0,13,33,50,71,72,55,42,0,7,16,45,62,62,47,38,2,5,16,25,28,27,28,17,1,4,23,17,17,15,25,27,10,4,21,28,13,27,37,31,13,0,4,1,1,1,5,3,0
3,2025-10-12 18:09:41.505,96,74,0,1,4,4,10,7,10,1,0,17,27,14,28,22,28,29,0,17,30,27,19,23,17,21,0,24,31,29,25,19,27,37,0,28,39,45,37,32,29,45,0,22,49,63,68,68,48,37,0,14,34,52,72,74,58,42,1,8,18,47,66,65,51,40,4,6,17,27,31,31,30,18,1,5,23,18,19,16,25,27,11,4,22,30,14,27,38,31,14,0,5,1,1,1,5,3,0
4,2025-10-12 18:09:41.514,96,75,0,1,4,4,10,7,11,1,0,18,27,14,28,22,28,29,0,17,30,27,19,23,17,21,0,24,32,29,25,19,27,38,0,28,40,45,37,32,29,45,0,22,49,63,68,68,48,37,0,15,34,52,72,75,59,42,1,8,18,48,67,66,52,41,4,6,17,27,33,32,30,18,1,5,24,18,19,16,26,27,11,4,22,30,14,27,38,32,15,0,5,1,1,1,5,4,0
5,2025-10-12 18:09:41.527,96,76,0,1,4,4,10,7,11,1,0,18,28,15,28,22,28,29,0,18,30,27,19,23,17,21,0,24,32,29,25,19,27,38,0,28,40,46,38,32,29,45,0,22,50,63,68,68,48,37,0,15,35,52,72,76,60,42,1,8,19,48,69,68,54,41,5,6,17,27,35,34,30,18,1,5,24,18,19,16,26,28,12,4,23,31,14,27,38,33,15,0,5,1,1,1,5,4,0
6,2025-10-12 18:09:41.536,96,76,0,1,4,5,10,7,11,2,0,18,28,15,28,22,28,29,0,18,30,27,19,23,17,21,0,25,32,29,25,19,27,39,0,28,40,46,38,32,29,45,0,22,50,63,68,68,48,37,0,15,35,52,72,76,60,42,1,8,19,48,69,68,54,41,5,6,17,27,35,35,30,18,1,5,24,18,19,16,26,28,12,4,23,31,14,27,38,33,15,0,5,1,1,1,5,4,0
7,2025-10-12 18:09:41.547,96,77,0,1,4,5,11,7,11,2,0,18,29,15,28,22,28,30,0,18,31,27,20,24,17,22,0,25,33,30,26,20,27,40,0,28,41,46,38,32,30,45,0,23,50,63,68,68,48,37,0,15,35,52,72,77,61,43,1,9,19,48,69,68,55,41,5,6,17,27,35,36,30,18,1,5,24,18,19,16,26,28,12,4,23,31,14,27,38,33,15,0,5,1,1,1,5,4,0
8,2025-10-12 18:09:41.560,96,77,0,1,5,5,11,7,11,2,0,18,29,15,28,22,28,30,0,18,31,27,20,24,17,23,0,25,33,30,26,21,27,40,0,29,41,46,38,32,31,45,0,23,50,63,68,68,48,38,1,15,35,52,72,77,62,43,1,9,19,48,69,70,57,43,5,6,18,27,36,37,31,18,1,5,25,18,19,16,26,28,12,5,24,31,14,27,38,34,15,1,5,1,1,1,5,4,0
9,2025-10-12 18:09:41.569,96,77,0,1,5,5,11,7,11,2,0,19,29,15,28,22,28,30,0,18,31,27,20,24,17,23,0,25,33,30,27,21,27,41,0,29,41,46,38,32,31,46,0,24,50,63,68,68,48,38,1,15,35,52,72,77,62,44,1,9,19,48,70,70,58,43,6,6,18,28,37,37,32,18,1,5,25,18,20,16,26,28,12,5,24,31,14,27,38,34,16,1,5,1,1,1,5,4,0
10,2025-10-12 18:09:41.579,96,77,0,1,5,6,11,7,11,2,0,19,29,16,28,22,28,31,0,19,31,28,21,25,18,24,0,26,33,30,27,21,28,41,0,31,41,46,38,32,32,46,0,24,50,63,68,68,48,38,1,16,36,54,73,77,62,44,1,9,21,50,72,71,59,44,6,6,19,30,39,38,33,18,1,5,25,18,20,17,27,29,13,6,24,31,14,27,39,34,16,1,5,1,1,1,5,4,0
