SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:10:29.015,96,56,0,0,1,1,3,3,3,0,0,7,21,9,17,20,27,23,0,3,35,34,19,19,18,20,0,6,45,56,30,24,30,32,0,0,25,37,23,23,29,37,0,0,7,15,17,24,29,25,0,0,3,10,14,17,33,30,0,0,5,19,21,26,30,27,0,0,8,16,18,26,28,17,0,0,15,21,24,25,27,19,0,0,17,31,21,29,37,28,0,0,1,0,0,0,0,0,0
2,2025-10-12 18:10:29.025,96,53,0,0,1,1,3,3,3,0,0,6,20,9,16,19,26,22,0,3,34,32,18,18,17,19,0,5,42,53,28,23,29,30,0,0,22,34,21,21,28,35,0,0,6,14,16,23,27,23,0,0,1,9,13,16,31,28,0,0,5,19,21,25,29,25,0,0,8,16,17,25,26,16,0,0,14,20,23,24,25,17,0,0,16,30,20,28,35,27,0,0,1,0,0,0,0,0,0
3,2025-10-12 18:10:29.037,96,45,0,0,0,0,1,1,1,0,0,4,18,9,14,17,24,20,0,3,31,30,16,17,14,17,0,1,36,45,24,20,26,26,0,0,16,28,17,19,25,31,0,0,4,11,14,21,25,19,0,0,1,8,12,14,27,24,0,0,5,18,19,23,25,21,0,0,6,15,16,23,22,14,0,0,12,19,21,22,22,15,0,0,14,27,18,26,31,24,0,0,0,0,0,0,0,0,0
4,2025-10-12 18:10:29.047,96,41,0,0,0,0,0,1,1,0,0,4,17,8,13,16,23,19,0,1,29,28,15,16,13,16,0,1,33,41,22,19,25,24,0,0,13,25,15,17,23,29,0,0,3,9,13,20,23,18,0,0,1,8,12,13,26,22,0,0,4,17,18,21,24,19,0,0,6,14,15,22,20,13,0,0,11,19,20,20,21,14,0,0,12,25,16,25,29,23,0,0,0,0,0,0,0,0,0
5,2025-10-12 18:10:29.057,96,33,0,0,0,0,0,0,0,0,0,3,15,8,10,13,20,16,0,1,25,24,11,14,10,13,0,1,28,33,16,16,21,20,0,0,8,19,11,15,19,25,0,0,1,7,11,18,19,15,0,0,1,8,10,11,22,18,0,0,4,16,16,19,20,16,0,0,4,13,13,20,16,11,0,0,9,17,17,18,18,12,0,0,10,21,12,22,24,19,0,0,0,0,0,0,0,0,0
6,2025-10-12 18:10:29.069,96,25,0,0,0,0,0,0,0,0,0,3,14,6,6,11,17,13,0,1,21,20,8,13,9,10,0,1,23,25,11,14,19,16,0,0,5,15,9,12,15,22,0,0,1,6,10,17,18,13,0,0,1,8,9,10,20,15,0,0,4,15,15,17,18,14,0,0,4,12,13,19,15,10,0,0,8,16,15,17,17,11,0,0,9,20,10,21,22,18,0,0,0,0,0,0,0,0,0
7,2025-10-12 18:10:29.080,96,22,0,0,0,0,0,0,0,0,0,3,13,6,5,10,16,11,0,1,19,17,7,13,9,8,0,1,21,22,9,13,18,14,0,0,4,13,8,11,13,16,0,0,1,5,8,15,16,10,0,0,1,7,8,8,17,11,0,0,3,13,14,15,15,10,0,0,4,12,12,16,13,7,0,0,7,13,13,15,15,9,0,0,8,17,7,19,18,15,0,0,0,0,0,0,0,0,0
8,2025-10-12 18:10:29.089,96,18,0,0,0,0,0,0,0,0,0,3,11,6,4,8,14,8,0,1,15,13,6,12,9,6,0,0,16,16,6,11,15,10,0,0,3,11,6,9,11,10,0,0,0,5,8,13,14,8,0,0,1,7,8,7,15,7,0,0,3,11,13,12,11,6,0,0,3,10,10,14,11,5,0,0,5,11,11,12,11,7,0,0,7,15,6,18,14,13,0,0,0,0,0,0,0,0,0
9,2025-10-12 18:10:29.100,96,17,0,0,0,0,0,0,0,0,0,3,10,5,4,7,13,7,0,1,13,11,6,11,9,4,0,0,14,14,5,10,14,8,0,0,1,10,6,8,10,8,0,0,0,5,8,12,13,7,0,0,1,6,7,6,13,5,0,0,1,11,12,11,10,1,0,0,1,9,9,13,10,4,0,0,5,10,10,11,10,7,0,0,6,13,6,17,12,12,0,0,0,0,0,0,0,0,0
10,2025-10-12 18:10:29.110,96,15,0,0,0,0,0,0,0,0,0,1,8,5,3,6,11,5,0,1,9,9,6,11,8,1,0,0,10,10,3,8,12,5,0,0,1,8,5,7,9,4,0,0,0,5,7,11,10,5,0,0,0,6,7,5,11,0,0,0,1,9,10,9,8,0,0,0,1,7,8,11,8,3,0,0,3,8,8,10,8,6,0,0,4,11,5,15,8,10,0,0,0,0,0,0,0,0,0
11,2025-10-12 18:10:29.133,96,15,0,0,0,0,0,0,0,0,0,0,6,4,3,5,10,4,0,0,7,9,6,11,8,1,0,0,6,8,3,8,11,3,0,0,1,7,4,6,8,1,0,0,0,4,6,11,9,4,0,0,0,6,7,5,9,0,0,0,1,9,9,7,6,0,0,0,0,5,7,10,7,1,0,0,1,7,6,10,6,5,0,0,4,10,5,15,6,10,0,0,0,0,0,0,0,0,0
12,2025-10-12 18:10:29.141,96,14,0,0,0,0,0,0,0,0,0,0,5,4,3,5,9,4,0,0,6,9,6,11,8,1,0,0,5,8,3,8,11,1,0,0,1,7,4,6,7,0,0,0,0,4,6,11,9,4,0,0,0,6,7,5,8,0,0,0,1,9,9,6,6,0,0,0,0,5,7,10,6,1,0,0,1,6,6,9,6,5,0,0,4,9,4,14,6,10,0,0,0,0,0,0,0,0,0
13,2025-10-12 18:10:29.151,96,14,0,0,0,0,0,0,0,0,0,0,4,3,1,5,8,4,0,0,6,8,6,11,8,1,0,0,5,7,3,8,10,0,0,0,0,6,4,6,6,0,0,0,0,4,5,11,8,1,0,0,0,6,6,5,7,0,0,0,1,8,9,6,5,0,0,0,0,5,6,9,5,1,0,0,1,6,5,9,6,5,0,0,4,9,4,14,6,9,0,0,0,0,0,0,0,0,0
14,2025-10-12 18:10:29.161,96,13,0,0,0,0,0,0,0,0,0,0,4,3,1,5,8,4,0,0,5,8,6,11,7,1,0,0,4,7,3,8,9,0,0,0,0,6,4,5,5,0,0,0,0,4,4,10,8,0,0,0,0,6,6,4,6,0,0,0,1,8,9,6,4,0,0,0,0,5,6,9,4,1,0,0,1,6,5,8,5,4,0,0,4,8,4,13,5,8,0,0,0,0,0,0,0,0,0
15,2025-10-12 18:10:29.172,96,12,0,0,0,0,0,0,0,0,0,0,3,3,1,5,7,3,0,0,4,8,6,10,6,1,0,0,4,7,3,7,8,0,0,0,0,6,4,4,4,0,0,0,0,4,4,9,7,0,0,0,0,5,5,4,5,0,0,0,1,7,8,5,3,0,0,0,1,5,6,9,4,1,0,0,1,5,5,8,5,4,0,0,4,8,4,12,3,8,0,0,0,0,0,0,0,0,0
16,2025-10-12 18:10:29.182,96,12,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,3,0,0,4,7,6,10,6,1,0,0,3,6,3,6,7,0,0,0,0,5,4,3,4,0,0,0,0,3,4,8,6,0,0,0,0,4,4,3,4,0,0,0,1,6,7,5,3,0,0,0,0,5,6,9,4,1,0,0,1,5,5,8,5,4,0,0,4,7,4,12,3,8,0,0,0,0,0,0,0,0,0
17,2025-10-12 18:10:29.193,96,12,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,3,0,0,4,7,6,9,5,1,0,0,3,5,3,6,6,0,0,0,0,4,4,3,3,0,0,0,0,3,3,7,6,0,0,0,0,3,4,3,4,0,0,0,0,5,7,5,3,0,0,0,0,4,5,8,4,1,0,0,1,4,5,8,4,4,0,0,3,6,4,12,3,8,0,0,0,0,0,0,0,0,0
18,2025-10-12 18:10:29.203,96,11,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,3,0,0,3,6,6,8,5,1,0,0,0,4,1,5,5,0,0,0,0,3,4,3,1,0,0,0,0,1,3,6,6,0,0,0,0,1,4,3,3,0,0,0,0,4,6,5,3,0,0,0,0,4,5,8,4,1,0,0,0,4,5,7,4,4,0,0,1,5,4,11,3,8,0,0,0,0,0,0,0,0,0
19,2025-10-12 18:10:29.213,96,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,1,5,5,8,4,1,0,0,0,1,0,3,4,0,0,0,0,1,3,3,1,0,0,0,0,0,1,6,5,0,0,0,0,1,3,3,1,0,0,0,0,3,6,4,3,0,0,0,0,3,5,7,4,1,0,0,0,3,4,7,4,4,0,0,0,4,4,11,3,8,0,0,0,0,0,0,0,0,0
20,2025-10-12 18:10:29.225,96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,4,4,7,4,1,0,0,0,1,0,3,3,0,0,0,0,1,1,3,1,0,0,0,0,0,1,5,5,0,0,0,0,0,1,3,1,0,0,0,0,3,5,4,3,0,0,0,0,3,5,7,3,1,0,0,0,3,4,7,4,4,0,0,0,4,4,11,3,8,0,0,0,0,0,0,0,0,0
21,2025-10-12 18:10:29.246,96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,3,4,7,4,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5,4,0,0,0,0,0,1,3,0,0,0,0,0,1,4,4,3,0,0,0,0,3,5,6,3,1,0,0,0,3,4,7,3,4,0,0,0,4,4,11,3,7,0,0,0,0,0,0,0,0,0
22,2025-10-12 18:10:29.257,96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,3,4,7,4,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4,4,0,0,0,0,0,1,3,0,0,0,0,0,1,4,4,3,0,0,0,0,3,5,6,3,1,0,0,0,3,4,7,3,4,0,0,0,4,4,11,3,6,0,0,0,0,0,0,0,0,0
23,2025-10-12 18:10:29.266,96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,3,3,7,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,3,0,0,0,0,3,5,6,3,1,0,0,0,3,4,7,3,4,0,0,0,4,4,11,1,6,0,0,0,0,0,0,0,0,0
