SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:22:23.152,96,80,0,1,2,2,10,10,16,7,1,13,24,10,28,23,24,35,4,11,24,24,40,45,27,38,1,19,30,45,68,66,58,47,4,26,49,61,79,80,65,54,0,27,57,61,74,77,62,37,0,27,44,45,55,50,38,26,0,19,30,50,53,40,25,17,0,20,32,37,38,27,19,12,0,14,33,40,35,24,19,19,1,19,30,39,31,41,35,23,0,1,12,7,10,9,3,1,0
2,2025-10-12 18:22:23.162,96,80,0,1,3,2,10,10,16,7,1,13,24,10,28,23,25,36,4,11,24,24,40,45,27,38,1,20,30,45,68,66,59,47,5,26,49,62,79,80,66,55,0,28,57,61,75,77,63,38,0,28,45,46,56,51,38,27,0,19,30,51,54,40,25,18,0,20,32,38,38,27,19,12,0,14,33,40,35,24,20,19,1,19,30,39,31,41,35,23,0,1,12,7,10,9,4,1,0
3,2025-10-12 18:22:23.182,96,80,0,1,3,2,10,11,16,7,1,13,25,10,28,23,25,37,5,12,24,24,40,45,27,38,1,20,30,45,68,66,59,48,6,27,49,62,80,80,67,56,0,28,57,62,75,78,65,39,0,28,46,46,58,53,39,29,0,20,31,52,56,41,26,20,0,20,33,38,39,28,20,12,0,14,33,41,36,24,20,19,1,20,30,40,32,41,36,24,0,1,12,8,10,9,4,1,0
4,2025-10-12 18:22:23.193,96,81,0,1,3,2,10,11,16,7,1,13,25,10,28,23,25,37,5,12,24,24,40,45,27,39,1,20,30,45,68,66,59,48,6,27,49,62,80,81,67,56,0,28,57,63,76,78,66,39,0,28,46,47,59,54,40,29,0,20,31,52,57,42,26,21,0,20,33,39,40,28,20,12,0,14,33,41,36,24,21,19,1,20,30,40,32,41,36,24,0,1,12,8,10,9,4,1,0
5,2025-10-12 18:22:23.203,96,81,0,1,4,2,10,11,16,7,0,14,26,10,28,23,25,37,5,12,24,24,40,45,27,39,1,20,30,45,67,66,59,48,6,27,49,62,80,81,68,57,0,29,58,63,76,79,68,40,0,28,47,48,61,56,42,30,0,20,32,53,58,44,27,22,0,21,34,40,42,28,22,12,0,15,33,41,36,24,21,20,1,20,30,40,32,41,37,25,0,1,12,8,11,9,4,1,0
6,2025-10-12 18:22:23.213,96,81,0,1,5,2,10,11,17,7,0,14,26,10,28,23,25,37,5,12,25,24,40,45,27,39,2,20,30,45,66,66,59,48,6,27,49,62,80,81,69,57,1,29,58,63,77,79,69,41,0,29,47,48,62,57,43,31,0,20,33,53,59,44,28,22,0,21,34,41,42,29,22,12,0,15,33,41,36,24,21,21,1,21,31,41,32,41,37,26,0,1,12,8,11,9,4,1,0
7,2025-10-12 18:22:23.223,96,81,0,2,6,3,10,11,18,7,0,14,27,10,28,23,25,37,5,12,25,24,39,45,27,41,4,20,30,45,66,66,59,48,7,27,49,62,80,81,70,58,1,29,59,63,77,80,71,42,0,29,48,49,63,59,45,32,0,20,33,54,60,46,30,23,0,21,34,41,43,29,23,12,0,16,34,42,37,24,21,21,1,21,31,42,33,41,37,26,1,1,12,8,11,9,4,1,0
8,2025-10-12 18:22:23.233,96,81,0,2,6,3,10,11,18,7,1,14,27,10,28,23,25,37,5,12,25,24,39,45,27,41,5,20,30,45,66,66,60,48,7,27,49,62,80,81,71,59,1,29,59,64,77,81,72,43,0,29,48,50,64,60,46,32,0,21,34,55,61,47,30,24,0,21,35,42,44,29,24,12,0,16,34,42,38,24,21,22,1,22,32,43,34,41,37,26,1,1,12,8,12,10,4,1,0
9,2025-10-12 18:22:23.243,96,81,0,3,6,4,11,11,19,7,1,15,27,10,28,23,25,38,5,13,25,24,39,45,27,42,5,20,30,45,66,66,60,49,7,27,49,62,80,81,72,60,2,29,59,64,77,81,73,44,0,30,49,50,64,61,48,33,0,21,34,55,62,47,31,24,0,22,35,42,44,29,24,12,0,16,35,43,38,24,21,23,1,23,32,43,34,41,38,27,1,1,13,8,12,10,5,1,0
10,2025-10-12 18:22:23.254,96,82,0,3,6,4,11,11,20,7,1,15,27,10,28,23,26,39,6,13,25,24,39,45,27,43,6,20,30,45,66,66,61,49,7,27,49,63,81,82,74,61,3,29,59,64,78,82,74,45,0,30,49,50,65,62,50,33,0,21,34,56,63,48,31,24,0,22,36,43,45,29,24,12,0,17,35,43,39,24,21,23,1,23,33,45,35,41,38,27,1,1,14,8,12,11,5,1,0
