SN,TIMESTAMP,PACKAGE_SIZE,MAX_VALUE,MIN_VALUE,MAT_0,MAT_1,MAT_2,MAT_3,MAT_4,MAT_5,MAT_6,MAT_7,MAT_8,MAT_9,MAT_10,MAT_11,MAT_12,MAT_13,MAT_14,MAT_15,MAT_16,MAT_17,MAT_18,MAT_19,MAT_20,MAT_21,MAT_22,MAT_23,MAT_24,MAT_25,MAT_26,MAT_27,MAT_28,MAT_29,MAT_30,MAT_31,MAT_32,MAT_33,MAT_34,MAT_35,MAT_36,MAT_37,MAT_38,MAT_39,MAT_40,MAT_41,MAT_42,MAT_43,MAT_44,MAT_45,MAT_46,MAT_47,MAT_48,MAT_49,MAT_50,MAT_51,MAT_52,MAT_53,MAT_54,MAT_55,MAT_56,MAT_57,MAT_58,MAT_59,MAT_60,MAT_61,MAT_62,MAT_63,MAT_64,MAT_65,MAT_66,MAT_67,MAT_68,MAT_69,MAT_70,MAT_71,MAT_72,MAT_73,MAT_74,MAT_75,MAT_76,MAT_77,MAT_78,MAT_79,MAT_80,MAT_81,MAT_82,MAT_83,MAT_84,MAT_85,MAT_86,MAT_87,MAT_88,MAT_89,MAT_90,MAT_91,MAT_92,MAT_93,MAT_94,MAT_95
1,2025-10-12 18:24:32.356,96,89,0,7,11,11,21,29,29,24,1,26,35,21,38,42,35,49,10,34,47,46,51,48,34,42,5,57,66,87,76,46,45,47,8,54,82,89,82,50,30,54,2,40,82,86,72,50,31,33,0,33,58,65,53,42,31,31,0,18,33,56,43,34,30,33,0,19,36,38,29,27,27,22,0,13,31,37,32,30,30,28,7,10,31,42,37,47,41,32,8,1,16,9,16,16,9,4,0
2,2025-10-12 18:24:32.366,96,89,0,7,11,11,21,29,29,24,1,26,35,20,38,42,35,49,10,33,47,45,49,46,34,42,4,57,66,86,75,45,44,47,8,54,82,89,81,49,30,54,1,40,82,86,71,48,30,33,0,33,58,65,51,40,31,31,0,18,33,56,43,34,30,33,0,19,36,38,29,27,27,22,0,13,31,37,32,30,30,28,7,10,31,42,37,47,41,32,8,1,16,9,16,16,9,4,0
3,2025-10-12 18:24:32.376,96,89,0,7,11,10,20,29,29,24,1,26,34,20,37,41,35,49,10,33,46,43,47,44,34,42,3,56,64,83,72,43,43,45,7,54,81,89,79,47,29,52,0,40,82,84,67,44,28,33,0,33,57,62,47,37,31,31,0,18,32,54,41,33,30,33,0,19,36,37,29,27,26,22,0,13,31,36,32,30,29,28,5,10,31,42,35,47,41,32,8,1,16,9,16,16,9,4,0
4,2025-10-12 18:24:32.398,96,88,0,7,11,9,20,29,29,24,1,25,34,19,36,41,34,49,10,32,46,42,46,44,34,42,3,55,63,82,71,42,42,44,6,54,80,88,78,46,29,51,0,40,81,83,65,42,27,33,0,32,55,60,44,36,30,31,0,18,31,52,40,32,30,33,0,19,36,36,29,26,26,22,0,13,31,35,32,30,28,28,4,10,31,42,34,46,41,32,8,1,16,9,16,16,9,4,0
5,2025-10-12 18:24:32.409,96,86,0,7,10,8,18,29,29,24,1,23,33,18,34,40,34,49,10,30,44,41,44,43,34,42,1,53,61,80,69,41,41,43,4,54,78,86,76,44,29,50,0,38,79,80,61,38,27,32,0,29,51,54,40,34,29,31,0,16,30,49,37,32,30,33,0,19,34,34,27,26,25,22,0,13,31,33,30,30,28,28,3,10,31,41,32,45,40,32,6,1,16,9,15,16,9,4,0
6,2025-10-12 18:24:32.418,96,85,0,7,8,7,17,27,28,24,1,22,32,17,33,40,33,49,10,28,43,40,42,42,34,42,1,51,60,79,67,40,41,42,1,53,77,85,75,43,28,49,0,37,78,78,59,37,26,31,0,28,49,52,38,33,29,30,0,15,29,48,36,31,30,32,0,18,33,33,26,26,25,22,0,13,30,32,29,30,28,28,3,10,31,40,32,45,40,32,5,1,16,9,15,16,9,4,0
7,2025-10-12 18:24:32.427,96,83,0,6,7,6,16,26,28,24,1,21,31,16,31,38,32,49,10,26,40,38,38,40,34,42,1,49,58,75,63,38,39,40,0,51,75,83,72,42,28,48,0,35,76,75,55,34,25,29,0,25,46,48,35,31,29,28,0,15,27,46,34,31,30,31,0,16,33,32,25,25,25,21,0,13,29,30,28,30,27,28,3,10,31,38,31,44,39,32,4,1,15,9,14,16,9,4,0
8,2025-10-12 18:24:32.437,96,82,0,5,6,4,15,24,26,24,1,20,30,14,29,36,31,47,8,24,38,34,34,37,33,42,1,47,55,71,59,35,38,39,0,50,74,82,70,40,28,47,0,34,75,74,53,32,24,27,0,24,45,46,34,30,28,27,0,14,26,45,34,30,29,30,0,15,32,31,24,25,25,21,0,13,28,29,27,30,27,28,1,10,31,38,30,43,39,32,3,1,15,9,14,15,9,4,0
9,2025-10-12 18:24:32.449,96,78,0,5,6,3,14,22,25,24,1,19,29,13,28,35,30,47,7,24,37,33,32,36,32,42,1,46,54,69,57,34,36,38,0,49,73,78,66,36,27,45,0,33,73,70,48,28,22,23,0,22,42,42,30,27,27,24,0,13,24,41,32,28,28,29,0,13,31,29,22,24,24,20,0,11,26,27,26,29,25,28,1,10,30,36,29,41,38,32,1,1,14,8,13,15,9,4,0
10,2025-10-12 18:24:32.459,96,76,0,3,5,3,12,20,24,23,1,18,28,12,26,34,29,45,7,22,35,31,30,36,31,41,1,44,52,66,53,32,34,38,0,47,71,76,62,34,27,44,0,32,72,68,46,26,22,22,0,21,40,40,29,26,26,22,0,12,23,39,31,27,27,29,0,12,30,28,21,24,23,20,0,10,25,26,25,29,24,28,1,9,30,36,29,40,38,32,0,1,14,8,12,15,9,4,0
11,2025-10-12 18:24:32.471,96,75,0,3,4,3,12,19,24,23,1,17,27,12,25,33,28,45,7,21,34,30,29,36,31,41,1,43,51,65,52,31,34,37,0,46,70,75,61,33,27,42,0,30,70,64,43,25,22,21,0,19,38,37,27,25,24,20,0,11,22,37,30,27,27,28,0,11,29,27,21,23,23,19,0,8,24,26,25,29,23,28,0,9,29,36,29,39,37,32,0,1,13,7,11,14,9,4,0
12,2025-10-12 18:24:32.481,96,74,0,1,4,1,11,17,23,22,1,15,26,11,24,31,27,44,7,18,32,28,27,35,30,40,1,40,49,63,50,30,33,37,0,45,69,74,59,32,27,41,0,30,68,63,42,25,22,21,0,18,37,37,27,24,24,19,0,11,22,37,30,27,27,27,0,11,29,27,21,23,23,19,0,8,24,26,25,28,23,28,0,9,29,36,28,39,37,31,0,1,13,7,11,14,9,4,0
